Site No,Location,Gage,Remarks,Valid
14141500,"Lat 45Â°24'56"", long 122Â°10'13"" referenced to North American Datum of 1927, in NE 1/4 NE 1/4 sec.10, T.2 S., R.5 E., Clackamas County, OR, Hydrologic Unit 17080001, Mount Hood National Forest, on left bank, 3.0 mi east of Bull Run, and at mile 1.95.","Water-stage recorder. Elevation of gage is 720 ft above NGVD of 1929, from topographic map. May 23, 1911 to Apr. 29, 1913, nonrecording gage at site 0.85 mi downstream at different datum. July 1, 1919 to Sept. 30, 1931, water-stage recorder at site 0.1 mi downstream at different datum. Oct. 1, 1931 to Nov. 3, 1967, water-stage recorder at site 0.1 mi downstream at datum 712 ft above NGVD of 1929. Nov. 4, 1967 to Aug. 8, 1971, water-stage recorder at site 0.1 mi downstream at datum 697.44 ft above NGVD of 1929 (Portland General Electric Co. bench mark).",No regulation or diversion upstream from station.,2.0
14142500,"Lat 45Â°26'57"", long 122Â°14'38"" referenced to North American Datum of 1927, in SW 1/4 sec.30, T.1 S., R.5 E., Clackamas County, OR, Hydrologic Unit 17080001, on left bank, 0.1 mi downstream from Bull Run River, 0.2 mi downstream from Dodge Park and at mile 18.4.","Water-stage recorder and crest-stage gage. Elevation of gage is 240 ft above NGVD of 1929, from topographic map. April 1910 to September 1914, staff gage at present site at different datum. October 1929 to September 1966, water-stage recorder at site 0.8 mi downstream at different datum.","Flow regulated since 1915 by Bull Run Lake (station 14138560), since 1929 by Bull Run Reservoir Number One (station 14139000) and since 1961 by Bull Run Reservoir Number Two (station 14139900). Diversion upstream from station. Continuous water-quality records for period March 2006 to July 2008 have been collected at this location.",0.0
14142800,"Lat 45Â°31'10"", long 122Â°23'16"" referenced to North American Datum of 1927, in sec.50, T.1 N., R.3 E., Multnomah County, OR, Hydrologic Unit 17080001, on right bank, 100 ft downstream from Stark Street culvert outlet and 2.1 mi upstream from mouth.","Water-stage recorder and crest-stage gage. Elevation of gage is 195 ft above NGVD of 1929, from topographic map.","No known diversions. Kelly Creek, an upstream tributary, is impounded at Mt. Hood Community College. The pond is approximately 10 acre-ft. Maintenance of the structure may affect downstream flow. Irrigation by Gresham Golf Course, upstream from pond, may increase flow over the pond spillway during summer months.",0.0
14144700,"Lat 45Â°37'15"", long 122Â°40'20"" referenced to North American Datum of 1927, in NE 1/4 NW 1/4 sec.34, T.2 N., R.1 E., Clark County, WA, Hydrologic Unit 17080003, near right bank, in control house of Interstate Highway 5 bridge at south edge of Vancouver, 5.0 mi upstream from Willamette River and at mile 106.5.","Water-stage recorder. Datum of gage is Columbia River Datum (add 1.82 ft to attain NGVD of 1929). Prior to February 1998, datum of gage was NGVD of 1929.",Considerable regulation by many large reservoirs. Diurnal fluctuations caused by powerplant operations at Bonneville Dam and tides. Gage maintained by National Weather Service. Additional parameters collected at this location not referenced in this document are available via NWISWeb.,0.0
14144800,"Lat 43Â°36'07"", long 122Â°27'23"" referenced to North American Datum of 1927, Lane County, OR, Hydrologic Unit 17090001, in SE 1/4 sec. 4, T.23 S., R.3 E., Willamette National Forest, on left bank, 0.15 mi downstream from Windfall Creek, 8 mi upstream from Hills Creek Dam, 9.8 mi south of Oakridge, and at mile 240.3.","Water-stage recorder and crest-stage gage. Elevation of gage is 1,560 ft above NGVD of 1929, from topographic map. Prior to June 21, 1967, at site 0.85 mi upstream at different datums. June 21, 1967 to September 30, 1997, water-stage recorder at site 0.35 mi upstream at different datums.",No regulation or diversion upstream from station.,1.0
14144900,"Lat 43Â°40'50"", long 122Â°22'10"" referenced to North American Datum of 1927, Lane County, OR, Hydrologic Unit 17090001, in Willamette National Forest, on right bank, 0.2 mi downstream from Tufti Creek, 0.7 mi upstream from Hills Creek Lake, 6.5 mi southeast of Oakridge and at mile 4.1.","Water-stage recorder and crest-stage gage. Datum of gage is 1,620.80 ft above NGVD of 1929 (levels by U.S. Army Corps of Engineers). Prior to June 16, 2010, at datum 10 ft higher.",No regulation or diversion upstream from station.,2.0
14145500,"Lat 43Â°43'16"", long 122Â°26'12"" referenced to North American Datum of 1927, in NW 1/4 NE 1/4 sec.27, T.21 S., R.3 E., Lane County, OR, Hydrologic Unit 17090001, Willamette National Forest, on right bank, 90 ft upstream from Forest Service road FS-21, 0.4 mi upstream from Salt Creek, 1.1 mi downstream from Hills Creek Dam, 2.3 mi southeast of Oakridge and at mile 231.4.","Water-stage recorder. Datum of gage is 1,208.01 ft above NGVD of 1929 (levels by U.S. Army Corps of Engineers). Oct. 3, 1913 to Sept. 30, 1914, nonrecording gage and Sept. 1, 1935 to Aug. 18, 1960, water-stage recorder at sites 400 ft and 1,000 ft downstream, at different datum.","Flow regulated since 1961 by Hills Creek Lake (active capacity, 248,900 acre-ft). No diversion upstream from station. Computation of monthly and annual adjusted flows discontinued water year 2014.",0.0
14147500,"Lat 43Â°45'25"", long 122Â°30'15"" referenced to North American Datum of 1927, Lane County, OR, Hydrologic Unit 17090001, in SW 1/4, sec. 7, T.21 S., R.3 E., on left bank, 2.5 mi northwest of Oakridge and at mile 1.0.","Water-stage recorder and crest-stage gage. Datum of gage is 1,029.6 ft above NGVD of 1929 (river profile survey). See WSP 1738 for history of changes prior to Oct. 1, 1952.",Slight regulation by Waldo Lake; occasional fluctuations during low-water periods caused by log-ponds upstream from station. No diversions upstream from station.,0.0
14148000,"Lat 43Â°48'05"", long 122Â°33'35"" referenced to North American Datum of 1927, in SW 1/4 sec.27, T.20 S., R.2 E., Lane County, OR, Hydrologic Unit 17090001, on left bank, 0.5 mi downstream from Whitehead Creek, 4.2 mi downstream from North Fork of Middle Fork Willamette River, 7.0 mi northwest of Oakridge and at mile 220.2.","Water-stage recorder. Datum of gage is 934.76 ft above NGVD of 1929. Mar. 22, 1911 to Sept. 30, 1912, nonrecording gage at site 4.0 mi upstream, just downstream from North Fork at different datum. July 1, 1923 to Aug. 11, 1935, nonrecording gage and Aug. 12, 1935 to Sept. 30, 1950, water-stage recorder at site 4.0 mi downstream at different datum.","Flow regulated since 1961 by Hills Creek Lake (active capacity, 248,900 acre-ft); slight regulation at times by logponds upstream from station. No diversion upstream from station.",0.0
14150000,"Lat 43Â°56'45"", long 122Â°50'10"" referenced to North American Datum of 1927, in SE 1/4 NW 1/4 sec.05, T.19 S., R.1 W., Lane County, OR, Hydrologic Unit 17090001, on right bank, 0.6 mi upstream from Lost Creek, 2.0 mi northwest of Dexter, 2.6 mi downstream from Dexter Dam and at mile 201.2.","Water-stage recorder. Datum of gage is 592.30 ft above NGVD of 1929 (levels by U.S. Army Corps of Engineers). Prior to Aug. 23, 1950, nonrecording gage, and Aug. 23, 1950 to Sept. 30, 1954, at site 4.0 mi upstream at different datum. June 9, 1955 to Feb. 18, 1977, at present site at datum 3.00 ft higher.","Flow regulated since 1953 by Lookout Point Lake (active capacity, 349,200 acre-ft), since 1955 by Dexter Lake (re-regulating), and since 1961 by Hills Creek Lake (active capacity, 248,900 acre-ft).",0.0
14150290,"Lat 43Â°58'02.00"", long 122Â°37'47.00"" referenced to North American Datum of 1983, Lane County, OR, Hydrologic Unit 17090001, on left bank and at mile 14.9.","Water-stage recorder and crest-stage gage. Elevation of gage is 870 ft above NGVD of 1929, from topographic map.",No regulation or diversion upstream from station.,2.0
14150800,"Lat 43Â°54'52"", long 122Â°41'15"" referenced to North American Datum of 1927, in NE 1/4 SE 1/4 sec.16, T.19 S., R.1 E., Lane County, OR, Hydrologic Unit 17090001, on right bank, 0.9 mi upstream from Nelson Creek, 4.6 mi east of Lowell and at mile 4.4.",Water-stage recorder and crest-stage gage. Datum of gage is 863.70 ft above NGVD of 1929 (levels by U.S. Army Corps of Engineers).,No regulation. Minor diversions for irrigation upstream from station.,1.0
14151000,"Lat 43Â°56'40"", long 122Â°46'25"" referenced to North American Datum of 1927, in NW 1/4 SE 1/4 sec.02, T.19 S., R.1 W., Lane County, OR, Hydrologic Unit 17090001, on right bank, 10 ft upstream from highway bridge, 1.1 mi downstream from Fall Creek Dam, 2.3 mi southeast of town of Fall Creek and at mile 6.1.","Water-stage recorder and crest-stage gage. Datum of gage is 637.81 ft above NGVD of 1929 (U.S. Army Corps of Engineers bench mark). Oct. 1 to Dec. 31, 1911, nonrecording gage at site 0.25 mi downstream at different datum. Sept. 9, 1935 to Aug. 3, 1950, nonrecording gage and Aug. 4, 1950 to Aug. 26, 1982, water-stage recorder, on left bank, at present site and datum. Aug. 27, 1982 gage moved to right bank at present site and datum.","Flow regulated since 1966 by Fall Creek Lake (active capacity, 115,500 acre-ft). No diversion upstream from station. Computation of monthly and annual adjusted flows discontinued water year 2014.",0.0
14152000,"Lat 43Â°59'54"", long 122Â°54'17"" referenced to North American Datum of 1927, in SW 1/4 SW 1/4 sec.14, T.18 S., R.2 W., Lane County, OR, Hydrologic Unit 17090001, on right bank, 25 ft downstream from highway bridge at Jasper, 0.1 mi downstream from Hills Creek and at mile 195.0.","Water-stage recorder and crest-stage gage. Datum of gage is 513.45 ft above NGVD of 1929. September 1905 to February 1912 and July 1913 to March 1917, nonrecording gage at approximately same site at datum about 1.5 ft higher. Oct. 22, 1952 to Sept. 30, 1953, nonrecording gage at site 25 ft upstream at same datum.","Flow regulated since 1953 by Lookout Point Lake (active capacity, 349,200 acre-ft), since 1955 by Dexter Lake (re-regulating), since 1961 by Hills Creek Lake (active capacity, 248,900 acre-ft), and since 1966 by Fall Creek Lake (active capacity, 115,500 acre-ft).",0.0
14152500,"Lat 43Â°38'30"", long 123Â°05'05"" referenced to North American Datum of 1927, Lane County, OR, Hydrologic Unit 17090002, on left bank, 0.6 mi north of London, 11.0 mi south of Cottage Grove and at mile 35.9.","Water-stage recorder. Datum of gage is 852.58 ft above NGVD of 1929 (levels by U.S. Army Corps of Engineers). Sept. 18 to Oct. 17, 1935, nonrecording gage at same site and datum.",No regulation. Diversions for irrigation upstream from station. Continuous water temperature records for periods July 1960 to September 1965 and June 1967 to September 1987 have been collected at this location.,1.0
14153500,"Lat 43Â°43'15"", long 123Â°02'55"" referenced to North American Datum of 1927, in NE 1/4 sec.28, T.21 S., R.3 W., Lane County, OR, Hydrologic Unit 17090002, on right bank, at bridge 0.3 mi downstream from Cottage Grove Dam, 5.5 mi south of Cottage Grove and at mile 29.4.","Water-stage recorder. Datum of gage is 711.00 ft above NGVD of 1929 (U.S. Army Corps of Engineers bench mark). Jan. 1 to Oct. 12, 1939, nonrecording gage and Oct. 13, 1939 to Sept. 30, 1944, water-stage recorder at several sites and datums 0.8 mi downstream.","Flow regulated since 1942 by Cottage Grove Lake (active capacity, 32,930 acre-ft). Small diversions for irrigation upstream from station. Computation of monthly and annual adjusted flows discontinued water year 2014.",0.0
14154500,"Lat 43Â°44'10"", long 122Â°52'20"" referenced to North American Datum of 1927, in NE 1/4 sec.24, T.21 S., R.2 W., Lane County, OR, Hydrologic Unit 17090002, on left bank, 0.5 mi upstream from Pitcher Creek, 1.2 mi northwest of Dorena and at mile 13.2.","Water-stage recorder. Datum of gage is 856.16 ft above NGVD of 1929. Sept. 16, 1935 to Oct. 17, 1938, nonrecording gage at site 450 ft upstream at datum 1.00 ft higher.",Slight regulation caused by upstream logponds. No diversion upstream from station.,1.0
14155500,"Lat 43Â°47'35"", long 122Â°59'25"" referenced to North American Datum of 1927, in NE 1/4 sec.36, T.20 S., R.3 W., Lane County, OR, Hydrologic Unit 17090002, on right bank, 1.7 mi upstream from Mosby Creek, 2.1 mi downstream from Dorena Dam, 3.5 mi east of Cottage Grove and at mile 5.5.","Water-stage recorder. Datum of gage is 685.24 ft above NGVD of 1929 (levels by U.S. Army Corps of Engineers). Jan. 5 to Oct. 12, 1939, nonrecording gage at site 180 ft upstream at datum 1.00 ft higher.","Flow regulated since October 1949 by Dorena Lake (active capacity, 77,580 acre-ft). No diversion upstream from station. Computation of monthly and annual adjusted flows discontinued water year 2014.",0.0
14157500,"Lat 43Â°58'50"", long 122Â°57'55"" referenced to North American Datum of 1927, in NW 1/4 sec.29, T.18 S., R.2 W., Lane County, OR, Hydrologic Unit 17090002, on right bank, at downstream side of bridge on State Highway 58, 2.5 mi southeast of Goshen and at mile 6.4.","Water-stage recorder. Datum of gage is 473.80 ft above NGVD of 1929. Aug. 23, 1905 to Feb. 7, 1912, nonrecording gage at site 600 ft upstream at different datum.","Flow regulated since 1942 by Cottage Grove Lake (active capacity, 32,930 acre-ft) and since 1949 by Dorena Lake (active capacity, 77,580 acre-ft). Several small diversions for logponds and irrigation upstream from station. Continuous water-quality records for period October 1961 to September 1975 have been collected at this location. Periodic suspended sediment data are available for period October 1991 to September 1993.",0.0
14158500,"Lat 44Â°21'40"", long 121Â°59'40"" referenced to North American Datum of 1927, in SE 1/4 sec.08, T.14 S., R.7 E., Linn County, OR, Hydrologic Unit 17090004, Willamette National Forest, on west bank of Clear Lake, in narrow channel, 150 ft upstream from outlet and at mile 89.6.","Water-stage recorder. Datum of gage is 3,015.32 ft above NGVD of 1929 (levels by Eugene Water & Electric Board). June 20, 1912 to July 31, 1915, nonrecording gage at site 1.0 mi north at different datum.",No regulation or diversion upstream from station. Flow affected by natural storage in lake. At high stages an undetermined flow enters numerous sinkholes in lava rock along south edge of lake upstream from station.,2.0
14158740,"Lat 44Â°17'11.0"", long 122Â°02'12.5"" referenced to North American Datum of 1983, in sec.01, T.15 S., R.6 E., Linn County, OR, Hydrologic Unit 17090004, Willamette National Forest, on right bank, 0.2 mi downstream from Payne Creek, and at mi 82.8.",Water-stage recorder and crest-stage gage. Datum of gage is NGVD of 1929 (Eugene Water & Electric Board bench mark).,Records given herein do not include flow in tunnel which diverts 4.8 mi upstream from station to Smith River Reservoir for power generation at Camen Power Plant; water returns to McKenzie River 0.2 mi downstream from station.,0.0
